GEOID,Agricultural,Commercial Office,Commercial Office - 2+ Floors,Commercial Office - Mixed Use,Commercial Retail,Commercial Retail - Condomium,Commercial Retail - Department Store,Commercial Retail - Food & Drink,Commercial Retail - Gas and Service Station,"Commercial Retail - Hotel, Motel, Resort","Commercial Retail - Liquor, Convenience Store",Commercial Retail - Mall,"Commercial Retail - Park Lot, Garage","Commercial Retail - Shopping Plaza, Mini-Mall",Commercial Retail - Truck Stop,"Commercial Retail - Vet, Animal Hospital",Industrial ,"Industrial - Storage Yard, Open Storage",Industrial - Warehouse,Industrial-Heavy,"Industrial-Heavy - Distillery,Brewery, Bottling",Industrial-Heavy - Distribution Warehouse,Multi-Family Residential,Multi-Family Residential - 2 to 4 units,Multi-Family Residential - 5+ units,Multi-Family Residential - High-Rise,Multi-Family Residential - Mobile Home Park,Residential  ,Residential - Condo,Residential - Mobile Home Park,Residential - Parking Garage,Residential - Townhouse
13057090100,0,22,0,0,41,0,0,6,1,0,5,0,0,1,0,0,50,0,13,2,0,0,2,1,0,0,0,3443,24,392,0,0
13057090200,0,7,0,0,11,0,1,2,0,0,3,0,0,1,0,0,0,0,6,1,0,0,3,3,0,0,0,2979,63,337,0,0
13057090300,0,15,0,0,12,0,0,1,0,0,3,0,0,0,0,0,2,0,1,2,0,0,17,0,0,1,0,4515,0,172,0,126
13057090400,0,112,0,0,49,0,0,28,2,7,8,2,0,13,0,0,43,0,9,0,0,0,39,10,10,1,0,2022,84,103,0,154
13057090501,0,22,0,0,12,0,1,1,0,0,6,0,0,1,0,0,2,0,10,2,0,0,2,0,0,0,0,2168,0,164,0,0
13057090502,0,16,0,0,31,0,0,5,0,0,2,0,0,3,0,0,8,0,3,3,0,0,0,5,0,0,0,4878,0,154,0,0
13057090601,0,45,0,0,52,0,1,8,1,0,10,0,0,8,0,0,13,0,12,0,0,0,46,3,1,0,0,1796,0,109,0,104
13057090602,0,76,0,0,37,0,3,11,1,0,5,2,0,7,0,0,30,0,3,0,0,0,17,3,1,0,0,2583,0,118,0,20
13057090701,0,52,0,0,25,0,1,6,0,1,7,0,0,10,0,0,21,0,5,1,0,0,2,5,0,0,0,6707,109,121,0,438
13057090702,0,43,0,0,32,0,0,1,0,0,3,0,0,6,0,0,99,0,11,0,0,0,32,1,0,0,0,2329,0,154,0,30
13057090802,0,22,0,0,20,0,0,3,0,0,3,0,0,4,0,0,0,0,3,3,0,0,2,2,0,0,0,2611,1,59,0,0
13057090803,0,28,0,0,16,0,1,5,0,0,0,0,0,6,0,0,2,0,1,0,0,0,0,5,0,0,0,3917,0,42,0,70
13057090804,0,8,0,0,7,0,0,3,0,0,4,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,3035,91,95,0,346
13057090901,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,10,0,0,0,1,1,0,0,0,2865,0,129,0,8
13057090902,0,109,0,0,18,0,0,8,0,0,2,1,0,7,0,0,0,0,0,0,0,0,3,2,0,0,0,4984,0,10,0,1018
13057090904,0,38,0,0,27,0,0,5,0,0,4,0,0,10,0,0,14,0,3,0,0,0,26,2,2,1,0,2901,65,111,0,64
13057090905,0,32,0,0,14,0,0,2,0,0,1,0,0,0,0,0,6,0,2,0,0,0,1,3,0,0,0,1471,42,13,0,0
13057091001,0,201,0,0,47,0,2,26,0,3,5,4,0,11,0,0,46,0,7,0,0,0,13,3,1,0,0,900,43,134,0,343
13057091003,0,28,0,0,46,0,2,9,1,0,6,3,0,19,0,0,56,0,13,1,0,0,4,4,0,0,0,1689,0,133,0,334
13057091005,0,22,0,0,12,0,1,6,2,0,1,1,0,5,0,0,0,0,1,0,0,0,1,3,0,0,0,1984,0,40,0,0
13057091006,0,59,0,0,8,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1625,0,2,0,40
13057091007,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2114,118,2,0,60
13057091008,0,108,0,0,2,0,0,3,0,0,2,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,2628,40,0,0,0
13057091101,0,7,0,0,5,0,1,2,0,0,3,0,0,2,0,0,7,0,5,0,0,0,0,1,1,0,0,2148,0,41,0,54
13057091102,0,7,0,0,27,0,1,1,3,1,3,0,0,4,0,0,1,0,0,0,0,0,2,1,0,0,0,2729,0,241,0,0
13057091103,0,4,0,0,10,0,0,3,0,3,3,0,0,0,0,0,22,0,7,0,0,0,2,1,0,0,0,3268,3,129,0,388
13063040202,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,734,0,0,0,0
13063040203,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,116,0,0,0
13063040204,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,0,0,0,0
13063040302,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,1439,0,0,0,0
13063040303,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0
13063040306,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0
13063040307,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1589,0,0,0,0
13063040308,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,1207,105,0,0,0
13063040407,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,2341,0,0,0,0
13063040408,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1485,0,0,0,0
13063040409,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1806,0,0,0,0
13063040410,5,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,2358,0,0,0,0
13063040411,20,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5646,2,0,0,0
13063040412,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,1798,200,0,0,0
13063040413,2,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2709,0,0,0,0
13063040414,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0
13063040415,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,631,0,0,0,0
13063040416,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,122,0,0,0
13063040417,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,637,0,0,0,0
13063040509,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767,0,0,0,0
13063040510,2,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,883,0,0,0,0
13063040512,4,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,0,0,0,0
13063040513,2,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,0,0,0,0
13063040514,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1711,0,0,0,0
13063040515,2,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2332,40,0,0,0
13063040516,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2255,0,0,0,0
13063040518,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554,0,0,0,0
13063040519,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
13063040520,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,569,0,0,0,1
13063040521,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,0,0,0,0
13063040522,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1175,72,0,0,0
13063040523,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,677,0,0,0,0
13063040524,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2190,36,0,0,0
13063040525,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,128,0,0,0
13063040526,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2094,72,0,0,0
13063040606,25,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1732,0,0,0,0
13063040608,146,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5738,0,0,0,0
13063040609,4,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2113,0,0,0,0
13063040611,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1332,0,0,0,0
13063040612,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1670,0,0,0,0
13063040613,14,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,3370,36,0,0,0
13063040614,8,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2229,0,1,0,0
13063040615,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0
13063040616,1,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643,0,0,0,0
13063040617,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0
13063040619,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,811,20,0,0,0
13063040620,31,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1720,1,0,0,0
13063040621,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3269,1,0,0,0
13063040622,14,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2694,0,0,0,0
13063980000,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13067030101,0,73,0,3,47,0,0,6,0,0,6,0,0,5,0,1,1,0,0,1,0,0,0,4,0,0,0,2674,107,219,0,0
13067030103,0,90,0,26,133,0,1,13,0,0,4,0,0,14,0,1,7,0,0,8,0,0,0,11,4,0,2,3135,98,94,0,0
13067030104,0,23,0,11,31,0,0,5,0,3,3,0,0,3,0,0,1,0,0,0,0,0,0,25,4,0,0,1084,224,0,0,0
13067030106,0,16,0,5,9,0,0,3,0,4,3,0,0,5,0,0,4,0,0,0,0,0,0,6,27,1,0,1993,35,1,0,0
13067030107,0,0,0,1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1714,62,0,0,0
13067030209,0,46,0,2,10,0,0,7,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,2592,0,0,0,0
13067030214,0,0,0,1,10,0,0,3,0,1,2,0,0,7,0,1,0,0,0,0,0,0,0,1,1,0,0,2798,0,0,0,0
13067030215,0,10,0,2,13,0,0,2,0,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2796,0,228,0,0
13067030218,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835,0,1,0,0
13067030219,0,66,0,0,12,0,0,4,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,3367,0,0,0,0
13067030220,0,0,0,1,5,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,0
13067030222,0,21,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2054,0,0,0,0
13067030223,0,37,0,1,13,0,0,5,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,2,3,1,0,1690,92,0,0,0
13067030224,0,19,0,3,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,2209,44,0,0,0
13067030226,0,31,0,0,41,0,0,2,0,0,2,0,0,4,0,0,3,0,0,0,0,0,0,0,2,0,0,2642,489,0,0,0
13067030227,0,62,0,59,159,0,0,7,0,1,3,0,0,12,0,2,19,0,0,4,0,0,1,8,6,0,1,2139,278,2,0,0
13067030228,0,43,3,2,32,0,6,19,0,12,3,2,1,16,0,0,1,0,0,0,0,0,0,0,19,0,0,1093,136,0,0,0
13067030229,0,293,0,16,89,0,0,27,0,7,6,0,0,11,0,0,1,0,0,4,0,0,0,1,0,0,2,737,423,57,0,0
13067030230,0,29,0,3,64,0,0,7,0,0,4,0,0,9,0,0,4,0,0,6,0,0,0,0,4,3,1,2497,980,113,0,0
13067030231,0,9,0,3,15,0,0,7,0,0,2,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,2965,56,0,0,0
13067030232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1957,0,96,0,0
13067030233,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1557,0,16,0,0
13067030234,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2167,0,0,0,0
13067030235,0,37,0,1,4,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1654,29,0,0,0
13067030236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,0,0,0,0
13067030238,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2120,0,14,0,0
13067030239,0,24,0,1,8,0,0,2,0,0,1,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,2749,0,0,0,0
13067030310,0,7,0,8,73,0,0,1,0,1,1,0,0,3,0,1,3,0,0,0,0,0,0,35,0,0,0,2678,185,0,0,0
13067030311,0,36,0,17,51,0,0,1,0,0,1,0,0,3,0,0,6,0,0,4,0,0,0,0,0,0,0,2336,0,1,0,0
13067030312,0,64,0,16,32,0,0,5,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,2541,52,0,0,0
13067030313,0,23,0,10,25,0,0,11,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3110,30,0,0,0
13067030314,0,49,0,3,7,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2827,0,6,0,0
13067030318,0,72,0,2,14,0,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2907,0,0,0,0
13067030319,0,38,0,0,5,0,0,4,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,721,0,0,0
13067030320,0,45,7,0,3,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1593,1060,0,0,0
13067030322,0,45,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,0,1,0,0
13067030324,0,2,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1279,0,0,0,0
13067030326,0,2,0,3,5,0,0,2,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1546,0,0,0,0
13067030327,0,0,0,0,2,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1767,2,0,0,0
13067030328,0,87,0,5,18,0,0,4,0,0,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2405,0,1,0,0
13067030329,0,1,0,2,21,0,0,5,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1699,0,0,0,0
13067030330,0,19,0,2,4,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2125,0,3,0,0
13067030331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2065,0,0,0,0
13067030332,0,89,0,1,9,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1084,0,10,0,0
13067030333,0,2,0,0,3,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,2331,0,3,0,0
13067030334,0,34,0,1,8,0,1,5,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,1,0,0,0,1249,91,0,0,0
13067030335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1818,0,0,0,0
13067030336,0,10,0,3,16,0,0,6,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2488,0,0,0,0
13067030337,0,19,0,0,6,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1603,84,0,0,0
13067030339,0,7,8,0,10,0,0,6,0,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,224,229,0,0,0
13067030340,0,4,0,0,3,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1303,0,0,0,0
13067030341,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1605,0,0,0,0
13067030342,0,25,0,0,4,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,0,0,0
13067030343,0,45,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1634,0,0,0,0
13067030344,0,85,4,0,12,0,0,5,0,8,4,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,1,605,0,0,0
13067030345,0,49,20,0,34,0,0,13,0,11,1,0,2,9,0,0,0,0,0,0,0,0,0,0,18,0,0,298,121,0,0,0
13067030405,0,13,0,86,29,0,0,8,0,4,3,0,0,5,0,0,0,0,0,0,0,0,1,2,7,0,0,1212,684,0,0,0
13067030407,0,1,0,2,9,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,1783,199,3,0,0
13067030408,0,4,0,0,5,0,0,4,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,909,34,0,0,0
13067030409,0,1,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1308,0,0,0,0
13067030410,0,15,0,41,16,0,0,1,1,1,1,0,0,3,0,0,1,0,0,0,0,0,0,1,6,0,0,1022,92,0,0,0
13067030411,0,33,3,3,39,0,0,11,0,7,2,0,0,6,0,0,1,0,0,0,0,0,0,0,4,0,0,58,135,0,0,0
13067030412,0,1,0,3,61,0,0,2,0,3,3,0,0,4,0,0,0,0,0,1,0,0,0,0,6,0,0,11,502,4,0,0
13067030413,0,22,0,0,7,0,0,3,0,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,24,430,0,0,0
13067030414,0,18,0,2,74,0,0,2,0,7,2,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
13067030502,0,53,0,9,125,0,0,2,1,1,2,0,0,2,0,0,29,0,0,1,0,0,0,0,0,1,0,2496,101,5,0,0
13067030504,0,12,0,7,36,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,25,1,0,0,1643,657,0,0,0
13067030505,0,9,0,15,69,0,0,12,0,0,2,0,0,9,0,2,7,0,0,0,0,0,0,1,27,0,0,599,0,106,0,0
13067030506,0,14,0,23,100,0,0,5,2,1,3,0,0,7,0,0,2,0,0,0,0,0,0,8,2,0,0,1256,82,0,0,0
13067030507,0,9,0,9,26,0,0,4,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,2,1,0,0,1936,68,0,0,0
13067030601,0,48,0,2,86,10,0,11,2,6,5,0,0,5,0,1,2,0,0,0,0,0,0,0,8,1,0,1020,755,1,0,0
